,Bank Balance,Annual Salary,Defaulted?,0,1
2035,4034.88,555354.36,0,0,1
2036,10235.64,513285.24,0,0,1
2037,15608.52,164106.24,0,1,0
2038,8922.24,405174.84,0,0,1
2039,3521.4,462341.4,0,0,1
2040,17675.4,286531.08,0,1,0
2041,9073.92,633336.6,0,0,1
2042,5586.0,508297.92,0,0,1
2043,12497.28,298174.56,0,1,0
2044,8516.88,556360.08,0,0,1
2045,5125.44,410317.92,0,0,1
2046,7346.76,723880.32,0,0,1
2047,15865.8,574714.68,0,0,1
2048,8085.0,300156.72,0,0,1
2049,13620.6,587786.76,1,0,1
2050,6115.32,263146.92,0,1,0
2051,1364.04,462159.96,0,0,1
2052,6725.16,294134.52,0,1,0
2053,13964.88,389613.0,0,0,1
2054,1602.12,594196.08,0,0,1
2055,10769.04,435561.0,0,0,1
2056,9522.72,161352.72,0,1,0
2057,11313.48,332839.8,0,0,1
2058,11445.72,490900.92,0,0,1
2059,9770.88,355573.32,0,0,1
2060,16652.4,322358.04,0,0,1
2061,7216.2,190765.68,0,1,0
2062,7878.24,410752.44,0,0,1
2063,21486.48,263258.52,0,1,0
2064,23111.76,213160.2,1,1,0
2065,0.0,202017.6,0,0,1
2066,3721.44,377349.24,0,0,1
2067,11480.64,173577.72,0,1,0
2068,2462.04,567411.0,0,0,1
2069,18873.6,294688.2,0,1,0
2070,17468.16,177873.96,0,1,0
2071,12137.52,339801.12,0,1,0
2072,4963.2,377594.64,0,0,1
2073,0.0,231380.52,0,1,0
2074,4526.28,502822.2,0,0,1
2075,0.0,617764.68,0,0,1
2076,0.0,160893.12,0,1,0
2077,6324.72,275835.36,0,1,0
2078,17643.96,189032.16,0,1,0
2079,9318.84,655950.24,0,0,1
2080,13154.4,492194.64,0,0,1
2081,1565.4,553128.96,0,0,1
2082,15979.32,331988.16,0,0,1
2083,7176.96,148629.84,0,1,0
2084,2124.12,642540.24,0,0,1
2085,11244.36,326094.36,0,0,1
2086,0.0,558976.32,0,0,1
2087,11642.52,230942.4,0,1,0
2088,3226.56,576073.8,0,0,1
2089,8507.76,191627.04,0,1,0
2090,7152.12,395802.48,0,0,1
2091,23336.16,156312.6,1,1,0
2092,21663.48,124865.16,0,1,0
2093,4864.68,341920.2,0,0,1
2094,10189.56,323648.88,0,0,1
2095,11860.92,389505.24,0,0,1
2096,27142.2,240362.04,1,1,0
2097,14659.2,490383.72,0,0,1
2098,12688.32,541189.08,0,0,1
2099,3507.6,207854.76,0,1,0
2100,11280.96,222978.96,0,1,0
2101,4418.4,385292.16,0,0,1
2102,8440.68,461032.92,0,0,1
2103,12218.64,478719.6,0,0,1
2104,2882.76,300508.8,0,0,1
2105,5359.56,219717.48,0,1,0
2106,15333.48,427441.92,0,0,1
2107,6234.96,366562.32,0,0,1
2108,11202.24,484541.04,0,0,1
2109,12894.96,222892.2,0,1,0
2110,20373.0,228252.84,0,1,0
2111,14887.92,553778.4,0,0,1
2112,6882.96,653135.04,0,0,1
2113,5832.72,657532.68,0,0,1
2114,5464.2,496548.0,0,0,1
2115,13325.28,471738.36,0,0,1
2116,14700.84,589084.44,0,0,1
2117,3435.12,346059.84,0,0,1
2118,17335.56,484374.72,0,0,1
2119,12372.48,458388.6,0,0,1
2120,4584.0,239420.64,0,1,0
2121,16047.72,498354.6,0,0,1
2122,5566.8,475521.24,0,0,1
2123,11385.36,289137.48,0,0,1
2124,7518.24,590484.0,0,0,1
2125,4200.84,544257.0,0,0,1
2126,17915.52,132648.84,1,1,0
2127,10171.68,398392.56,0,0,1
2128,2903.28,574116.96,0,0,1
2129,7398.48,383102.16,0,0,1
2130,8800.92,440698.68,0,0,1
2131,13211.64,602847.12,0,0,1
2132,7987.56,661120.56,0,0,1
2133,2099.28,660532.44,0,0,1
2134,1490.76,615186.6,0,0,1
2135,4134.6,461564.28,0,0,1
2136,11459.4,515563.92,0,0,1
2137,19551.96,538939.68,0,0,1
2138,10956.48,382099.56,0,0,1
2139,15682.08,588440.88,0,0,1
2140,27706.68,229323.24,0,1,0
2141,12509.04,698817.24,0,0,1
2142,15178.56,532308.72,0,0,1
2143,16183.8,261472.56,0,1,0
2144,15082.68,277200.12,0,0,1
2145,12559.56,548611.56,0,0,1
2146,0.0,270426.12,0,0,1
2147,5191.92,275843.16,0,0,1
2148,6757.8,516343.2,0,0,1
2149,8653.08,496933.68,0,0,1
2150,8899.08,292719.84,0,0,1
2151,12855.72,234348.48,0,0,1
2152,19075.68,270502.68,0,1,0
2153,14335.2,458670.12,0,0,1
2154,3235.08,463804.2,0,0,1
2155,5467.2,246589.56,0,1,0
2156,9546.48,123092.04,0,1,0
2157,7144.44,377025.84,0,0,1
2158,6477.96,157436.28,0,1,0
2159,15872.64,278758.92,1,0,1
2160,15207.6,441418.08,0,0,1
2161,13104.0,416454.12,0,0,1
2162,11421.48,172255.56,0,1,0
2163,6714.0,203934.96,0,1,0
2164,14665.68,108961.8,0,1,0
2165,12313.2,251896.8,0,1,0
2166,13687.08,301400.04,0,0,1
2167,6677.28,476485.32,0,0,1
2168,3679.32,138142.56,0,1,0
2169,15255.0,510399.24,0,0,1
2170,3996.84,738105.12,0,0,1
2171,14094.24,287306.52,0,0,1
2172,5687.52,421596.84,0,0,1
2173,20699.52,266048.28,1,1,0
2174,12681.24,170335.92,0,1,0
2175,10100.76,456279.96,0,0,1
2176,7090.56,635731.68,0,0,1
2177,12848.04,231754.08,0,1,0
2178,10979.64,634455.84,0,0,1
2179,13566.12,420860.04,0,0,1
2180,20483.52,260865.6,1,0,1
2181,10071.96,526908.0,0,0,1
2182,3971.28,255267.72,0,1,0
2183,9151.08,296857.44,0,1,0
2184,11841.84,388633.92,0,0,1
2185,10992.84,506421.84,0,0,1
2186,15164.16,308345.76,0,0,1
2187,0.0,505418.4,0,0,1
2188,5292.12,572485.56,0,0,1
2189,4188.6,560376.36,0,0,1
2190,5087.88,455757.48,0,0,1
2191,15540.36,260609.64,0,1,0
2192,8180.64,373843.68,0,0,1
2193,13836.24,247035.36,0,0,1
2194,17644.08,313640.88,0,0,1
2195,12490.44,146124.48,0,1,0
2196,12087.24,338943.84,0,0,1
2197,8005.68,538356.84,0,0,1
2198,7616.16,204284.16,0,1,0
2199,3584.4,475195.92,0,0,1
2200,10913.76,580301.28,0,0,1
2201,20850.48,251688.36,1,1,0
2202,2439.12,558217.56,0,0,1
2203,0.0,237004.8,0,1,0
2204,22676.16,177082.8,0,1,0
2205,18701.52,499779.96,1,0,1
2206,14423.16,544591.32,0,0,1
2207,12619.2,570350.64,0,0,1
2208,7698.36,220208.76,0,0,1
2209,10606.92,500017.32,0,0,1
2210,11445.72,218900.88,0,1,0
2211,14026.8,179650.44,0,1,0
2212,5175.96,702622.68,0,0,1
2213,15503.04,214920.72,0,1,0
2214,4024.32,61425.0,0,1,0
2215,369.84,431527.32,0,0,1
2216,13430.88,182569.44,0,1,0
2217,21744.96,215547.24,1,1,0
2218,4628.28,535809.36,0,0,1
2219,7818.6,212916.84,0,1,0
2220,20610.0,465492.72,0,0,1
2221,14178.12,141417.6,0,1,0
2222,8943.36,416455.44,0,0,1
2223,17439.72,182204.76,0,1,0
2224,15997.2,352367.64,0,1,0
2225,6862.68,187593.24,0,1,0
2226,5935.8,484532.04,0,0,1
2227,1962.96,698649.36,0,0,1
2228,16457.64,290982.6,0,1,0
2229,13550.4,488263.68,0,0,1
2230,0.0,643958.04,0,0,1
2231,1018.32,645125.64,0,0,1
2232,8177.4,586710.24,0,0,1
2233,16397.76,135225.24,0,1,0
2234,985.08,328291.2,0,0,1
2235,7236.0,406660.92,0,0,1
2236,2115.84,657584.4,0,0,1
2237,8565.6,248122.92,0,1,0
2238,1652.64,536967.96,0,0,1
2239,1919.64,366813.6,0,0,1
2240,23483.04,186892.68,1,1,0
2241,2202.96,613791.36,0,0,1
2242,11704.08,609012.48,0,0,1
2243,0.0,530603.16,0,0,1
2244,5091.48,428108.88,0,0,1
2245,17732.04,504141.72,0,0,1
2246,14536.32,170236.68,0,1,0
2247,10842.6,563658.72,0,0,1
2248,12914.76,217160.4,0,1,0
2249,11864.04,341836.08,0,0,1
2250,15733.08,393575.88,0,0,1
2251,0.0,480680.28,0,0,1
2252,3471.96,546710.16,0,0,1
2253,270.48,714435.36,0,0,1
2254,3451.32,293282.76,0,1,0
2255,309.96,272641.08,0,0,1
2256,8709.48,278435.52,0,1,0
2257,13644.36,301413.12,0,1,0
2258,16021.44,361381.8,0,0,1
2259,14324.16,412330.92,0,0,1
2260,0.0,217953.24,0,1,0
2261,12572.64,542181.0,0,0,1
2262,0.0,579262.44,0,0,1
2263,3927.84,357796.56,0,0,1
2264,9260.16,466250.88,0,0,1
2265,10484.16,211868.52,0,1,0
2266,11698.92,441157.8,0,0,1
2267,3717.84,337675.56,0,0,1
2268,3442.2,220825.92,0,0,1
2269,6118.2,592145.16,0,0,1
2270,10084.08,253168.44,0,1,0
2271,2684.28,282159.6,0,0,1
2272,16886.64,273682.2,0,0,1
2273,14147.76,546542.04,0,0,1
2274,15581.76,469719.48,0,0,1
2275,7528.2,451397.64,0,0,1
2276,10886.04,331578.84,0,0,1
2277,10465.8,486292.08,0,0,1
2278,7443.84,630441.36,0,0,1
2279,4563.96,370680.84,0,0,1
2280,12878.04,620027.52,0,0,1
2281,10598.76,387729.0,0,0,1
2282,18698.64,88377.96,0,1,0
2283,24284.76,385135.56,1,0,1
2284,9647.52,158074.44,0,1,0
2285,12722.4,334441.92,0,0,1
2286,10438.2,403069.68,0,0,1
2287,15677.76,167817.48,0,1,0
2288,19174.8,438296.64,0,0,1
2289,16223.52,523560.48,0,0,1
2290,0.0,353704.56,0,0,1
2291,5311.08,467368.2,0,0,1
2292,11558.4,191256.84,0,1,0
2293,12765.6,493888.32,0,0,1
2294,2572.92,513105.72,0,0,1
2295,15102.96,402853.68,0,0,1
2296,6079.56,588826.44,0,0,1
2297,460.92,464425.2,0,0,1
2298,14850.6,448645.8,0,0,1
2299,0.0,569250.12,0,0,1
2300,6668.04,559016.76,0,0,1
2301,8975.28,528365.52,0,0,1
2302,12007.44,206683.68,0,1,0
2303,9284.04,485132.88,0,0,1
2304,8937.24,420811.68,0,0,1
2305,11437.44,615085.68,0,0,1
2306,11980.56,453802.08,0,0,1
2307,13187.52,252311.16,0,1,0
2308,6260.28,584401.8,0,0,1
2309,992.76,331526.64,0,0,1
2310,2629.44,377886.36,0,0,1
2311,3316.56,464662.44,0,0,1
2312,14164.32,288759.72,0,1,0
2313,7451.04,469191.72,0,0,1
2314,4978.32,456369.84,0,0,1
2315,16678.68,584276.76,0,0,1
2316,8436.12,256943.16,0,1,0
2317,5922.6,626903.04,0,0,1
2318,16216.92,168041.76,0,1,0
2319,5541.36,211317.96,0,1,0
2320,1717.2,538162.8,0,0,1
2321,15360.0,363292.08,0,0,1
2322,21176.16,215948.76,0,1,0
2323,19781.64,666579.0,1,0,1
2324,0.0,448908.0,0,0,1
2325,7327.2,271620.84,0,0,1
2326,4261.8,667611.96,0,0,1
2327,5670.12,238846.68,0,1,0
2328,9432.12,632327.28,0,0,1
2329,9272.76,565935.36,0,0,1
2330,9015.6,300163.32,0,0,1
2331,17204.52,513582.84,0,0,1
2332,12444.12,439473.48,0,0,1
2333,21925.56,235392.12,0,1,0
2334,9174.12,454430.52,0,0,1
2335,7074.48,338853.84,0,0,1
2336,9049.56,496101.6,0,0,1
2337,10943.16,494991.36,0,0,1
2338,3743.04,476333.76,0,0,1
2339,11199.48,248335.08,0,1,0
2340,16493.64,429668.52,1,0,1
2341,3867.72,120673.32,0,1,0
2342,8446.08,231816.72,0,1,0
2343,6416.28,224754.84,0,1,0
2344,0.0,319517.88,0,0,1
2345,9246.24,534114.96,0,0,1
2346,12188.76,381851.28,0,0,1
2347,5053.8,739864.2,0,0,1
2348,13501.08,402768.96,0,0,1
2349,10288.56,345062.16,0,0,1
2350,4367.28,553866.48,0,0,1
2351,13893.36,386637.96,0,0,1
2352,11919.6,342022.32,0,0,1
2353,4841.52,184006.56,0,1,0
2354,25619.16,243970.32,1,1,0
2355,14819.28,323029.44,0,1,0
2356,9661.2,266088.36,0,1,0
2357,0.0,503197.2,0,0,1
2358,1890.12,294074.28,0,1,0
2359,3094.8,473724.36,0,0,1
2360,12683.04,636967.08,0,0,1
2361,0.0,579490.2,0,0,1
2362,20763.48,233360.16,0,1,0
2363,8334.0,169810.92,0,0,1
2364,18561.12,395143.68,0,0,1
2365,5144.04,546849.48,0,0,1
2366,21174.36,217782.24,0,1,0
2367,14183.76,206680.44,0,1,0
2368,11317.56,362144.76,0,0,1
2369,0.0,494818.68,0,0,1
2370,13046.28,659535.48,0,0,1
2371,177.84,387843.24,0,0,1
2372,0.0,566484.6,0,0,1
2373,10032.12,482147.16,0,0,1
2374,17934.24,507364.92,0,0,1
2375,15822.36,189853.8,0,1,0
2376,5173.56,453273.6,0,0,1
2377,16025.64,550168.56,0,0,1
2378,13697.28,334972.8,0,0,1
2379,9541.44,464524.56,0,0,1
2380,12065.28,487384.08,0,0,1
2381,5774.88,588129.12,0,0,1
2382,5128.08,327128.88,0,0,1
2383,13891.08,215962.8,0,1,0
2384,10682.52,523722.96,0,0,1
2385,15855.96,243626.64,0,1,0
2386,14015.28,687072.12,0,0,1
2387,14366.04,130009.32,0,1,0
2388,11074.68,275866.08,0,1,0
2389,10016.52,342641.64,0,0,1
2390,15175.08,175789.92,0,1,0
2391,19244.04,309627.6,0,0,1
2392,10059.36,660987.84,0,0,1
2393,10208.16,255019.68,0,1,0
2394,18099.72,211743.72,0,1,0
2395,15269.76,414846.84,0,0,1
2396,11782.08,283643.76,0,0,1
2397,5852.4,557760.48,0,0,1
2398,12557.04,571179.72,0,0,1
2399,18407.04,514663.68,0,0,1
2400,8519.4,447631.44,0,0,1
2401,19320.24,235793.76,0,1,0
2402,7748.28,170533.8,0,1,0
2403,4532.52,560751.96,0,0,1
2404,11939.88,471791.52,0,0,1
2405,14888.04,687645.48,0,0,1
2406,8839.08,444377.76,0,0,1
2407,14414.76,557737.8,0,0,1
2408,7768.44,202773.48,0,1,0
2409,13934.88,624773.64,0,0,1
2410,18262.92,256449.48,0,1,0
2411,9666.24,520604.52,0,0,1
2412,13864.8,414474.72,0,0,1
2413,7357.32,463585.56,0,0,1
2414,7487.52,554259.48,0,0,1
2415,12010.8,557629.2,0,0,1
2416,9693.0,225124.2,0,1,0
2417,13872.48,459546.84,0,0,1
2418,7647.36,394628.4,0,0,1
2419,14900.28,241260.84,0,1,0
2420,8894.28,373248.0,0,0,1
2421,14037.96,472636.44,0,0,1
2422,0.0,429861.48,0,0,1
2423,13059.6,404080.32,0,0,1
2424,0.0,266255.64,0,1,0
2425,7307.4,317560.44,0,0,1
2426,5175.6,187275.0,0,1,0
2427,6151.8,475580.4,0,0,1
2428,14899.44,144703.2,0,1,0
2429,0.0,636699.12,0,0,1
2430,6737.16,454619.52,0,0,1
2431,2942.88,421586.64,0,0,1
2432,12972.72,409659.84,0,0,1
2433,5907.96,507806.88,0,0,1
2434,16194.84,607743.48,0,0,1
2435,13805.16,140003.88,0,1,0
2436,4294.44,509988.36,0,0,1
2437,3973.32,541257.84,0,0,1
2438,17492.04,240514.32,0,1,0
2439,10227.72,191479.8,0,1,0
2440,16547.28,527977.68,0,0,1
2441,12066.24,265536.96,0,1,0
2442,17051.88,409517.04,0,0,1
2443,6843.6,367383.96,0,0,1
2444,14747.88,207655.68,0,1,0
2445,13715.28,251304.0,0,1,0
2446,9112.2,384800.52,0,0,1
2447,10160.16,499814.64,0,0,1
2448,25601.52,338854.56,1,0,1
2449,4254.84,371453.76,0,0,1
2450,0.0,557411.64,0,0,1
2451,12616.8,360873.0,0,0,1
2452,0.0,496459.92,0,0,1
2453,10649.64,366765.24,0,0,1
2454,8257.32,241183.08,0,0,1
2455,15088.08,489722.04,0,0,1
2456,14109.84,497370.96,0,0,1
2457,0.0,418061.28,0,0,1
2458,7302.6,270666.12,0,0,1
2459,0.0,391301.88,0,0,1
2460,25326.72,232141.2,1,1,0
2461,8362.8,464559.84,0,0,1
2462,6713.64,734253.72,0,0,1
2463,8584.68,593680.56,0,0,1
2464,24322.32,245639.16,0,1,0
2465,14248.32,291208.8,0,1,0
2466,9429.48,514651.08,0,0,1
2467,10151.04,513593.28,0,0,1
2468,12392.04,166813.44,0,1,0
2469,10335.24,457332.36,0,0,1
2470,19222.56,334621.92,0,0,1
2471,11471.16,130040.64,0,0,1
2472,10534.56,218611.32,0,1,0
2473,12525.12,378284.28,0,0,1
2474,12960.84,134874.36,0,1,0
2475,7070.64,572666.04,0,0,1
2476,9234.36,276582.48,0,1,0
2477,11412.6,399919.08,0,0,1
2478,14269.92,434686.44,0,0,1
2479,20512.08,423486.24,0,0,1
2480,16830.6,199290.72,0,1,0
2481,3010.56,619946.76,0,0,1
2482,8177.04,317114.76,0,0,1
2483,15999.0,470359.92,0,0,1
2484,10305.12,349804.08,0,0,1
2485,11913.36,170456.04,0,1,0
2486,3183.6,387317.52,0,0,1
2487,9053.76,379106.4,0,0,1
2488,7008.96,293280.24,0,1,0
2489,14102.76,572213.52,0,0,1
2490,16663.92,372258.6,0,0,1
2491,4921.2,447941.52,0,0,1
2492,709.56,409946.88,0,0,1
2493,23276.52,166043.88,0,1,0
2494,10633.8,293593.56,0,0,1
2495,9252.0,491887.44,0,0,1
2496,3676.92,163130.28,0,1,0
2497,12265.2,445142.64,0,0,1
2498,10175.76,299406.36,0,0,1
2499,19154.76,515922.96,0,0,1
2500,19622.64,102372.48,0,1,0
2501,0.0,542614.2,0,0,1
2502,15681.6,585594.12,0,0,1
2503,11195.4,430298.28,0,0,1
2504,12634.56,161833.8,0,1,0
2505,15655.56,161962.56,0,1,0
2506,24625.56,157567.8,0,1,0
2507,14600.76,628534.2,0,0,1
2508,6317.64,530898.84,0,0,1
2509,1841.4,441758.4,0,0,1
2510,10867.68,567256.2,0,0,1
2511,12826.44,500280.6,0,0,1
2512,0.0,360589.2,0,0,1
2513,11909.28,170487.24,0,1,0
2514,11575.2,440118.84,0,0,1
2515,5923.68,522291.0,0,0,1
2516,10027.92,530810.04,0,0,1
2517,5761.08,684817.56,0,0,1
2518,7651.2,628173.12,0,0,1
2519,25608.24,214771.8,0,1,0
2520,17702.52,506918.16,0,0,1
2521,10648.08,669020.64,0,0,1
2522,16515.72,518809.68,0,0,1
2523,15656.4,541951.8,0,0,1
2524,2706.12,654416.52,0,0,1
2525,15135.24,479814.36,0,0,1
2526,366.96,194958.84,0,1,0
2527,5244.48,195134.52,0,1,0
2528,11071.68,626466.12,0,0,1
2529,4953.0,535800.96,0,0,1
2530,8317.2,653913.0,0,0,1
2531,10985.52,327399.84,0,1,0
2532,15869.88,275165.4,0,1,0
2533,19321.08,485988.0,0,0,1
2534,13357.56,325327.2,0,0,1
2535,0.0,573639.12,0,0,1
2536,13957.8,533097.96,0,0,1
2537,11091.6,316771.2,0,0,1
2538,23798.76,308255.16,1,1,0
2539,8708.4,592048.8,0,0,1
2540,12366.0,199952.76,0,1,0
2541,12467.76,164876.64,0,1,0
2542,3514.32,182651.28,0,1,0
2543,5941.32,178582.08,0,1,0
2544,7908.48,575307.0,0,0,1
2545,3503.64,582139.2,0,0,1
2546,5656.32,546879.72,0,0,1
2547,10269.84,674637.72,0,0,1
2548,11024.16,577926.24,0,0,1
2549,15015.84,454581.84,0,0,1
2550,12802.56,539020.92,1,0,1
2551,17125.44,150646.68,0,1,0
2552,15166.56,149025.72,0,1,0
2553,13537.68,121910.88,0,1,0
2554,8332.8,438845.16,0,0,1
2555,9664.8,214830.96,0,1,0
2556,6234.24,476456.28,0,0,1
2557,12615.6,195595.32,0,1,0
2558,5062.8,447885.12,0,0,1
2559,7468.92,156864.36,0,1,0
2560,12063.12,256729.44,0,1,0
2561,6449.88,113060.52,0,1,0
2562,2280.0,296603.52,0,1,0
2563,3718.32,673200.6,0,0,1
2564,11633.4,400941.6,0,0,1
2565,9307.08,204366.96,0,1,0
2566,15557.64,584188.44,0,0,1
2567,12445.92,461884.56,0,0,1
2568,11743.8,308905.44,0,0,1
2569,11580.6,575847.84,0,0,1
2570,9792.48,214737.48,0,1,0
2571,8594.28,95971.44,0,1,0
2572,13567.32,527239.8,0,0,1
2573,4604.4,495734.88,0,0,1
2574,12097.8,243919.08,0,0,1
2575,7833.84,493942.32,0,0,1
2576,14793.48,195350.28,0,1,0
2577,9638.64,634437.72,0,0,1
2578,17321.16,272323.92,0,1,0
2579,15461.4,254603.52,0,1,0
2580,0.0,518318.76,0,0,1
2581,12639.96,122550.0,0,1,0
2582,8937.48,268117.2,0,1,0
2583,4952.28,407081.52,0,0,1
2584,11320.8,423380.76,0,0,1
2585,14315.64,474053.76,0,0,1
2586,12858.12,132984.72,0,1,0
2587,17919.24,492062.64,0,0,1
2588,13594.08,188436.36,0,1,0
2589,7169.76,177561.0,0,1,0
2590,9515.76,208154.04,0,1,0
2591,16512.96,267810.84,0,0,1
2592,12720.24,477089.28,0,0,1
2593,6387.96,370215.36,0,0,1
2594,0.0,344541.12,0,0,1
2595,10729.56,296041.44,0,1,0
2596,10877.28,447716.16,0,0,1
2597,0.0,344725.44,0,0,1
2598,6077.16,423998.16,0,0,1
2599,11322.0,169484.4,0,1,0
2600,0.0,178497.6,0,1,0
2601,5309.88,659962.08,0,0,1
2602,4571.52,241413.96,0,1,0
2603,11544.0,444878.28,0,0,1
2604,21469.08,579973.56,1,0,1
2605,917.76,327404.28,0,0,1
2606,12805.68,647948.76,0,0,1
2607,0.0,475109.28,0,0,1
2608,3037.56,491683.8,0,0,1
2609,12683.16,664913.52,0,0,1
2610,2156.4,452730.48,0,0,1
2611,11891.28,218366.76,0,1,0
2612,8325.0,440681.4,0,0,1
2613,11583.36,452462.88,0,0,1
2614,3610.56,617084.28,0,0,1
2615,15180.48,567572.64,0,0,1
2616,6704.04,484027.32,0,0,1
2617,14207.76,643197.0,0,0,1
2618,13990.08,245941.92,0,1,0
2619,18506.28,207191.04,0,1,0
2620,7053.24,272033.04,0,1,0
2621,0.0,372060.48,0,0,1
2622,4679.76,327959.76,0,0,1
2623,7764.96,666271.44,0,0,1
2624,851.76,480150.36,0,0,1
2625,1386.6,152040.36,0,1,0
2626,1091.16,509420.88,0,0,1
2627,14765.04,620600.88,0,0,1
2628,2418.72,335098.2,0,0,1
2629,18754.2,124246.8,0,1,0
2630,7474.8,132238.56,0,1,0
2631,13705.56,110216.76,0,1,0
2632,21555.24,253514.16,0,1,0
2633,11369.04,462069.36,0,0,1
2634,5033.28,411991.92,0,0,1
2635,19929.96,645050.4,0,0,1
2636,4694.88,299667.0,0,0,1
2637,7361.16,416940.12,0,0,1
2638,12289.32,224015.16,0,1,0
2639,0.0,311712.84,0,1,0
2640,15035.52,406514.28,0,0,1
2641,8506.08,668109.12,0,0,1
2642,3199.8,198183.72,0,0,1
2643,16072.32,233954.04,0,1,0
2644,9379.2,593485.32,0,0,1
2645,12256.44,228390.12,0,1,0
2646,11381.88,488878.32,0,0,1
2647,15755.16,242502.48,0,1,0
2648,0.0,610341.48,0,0,1
2649,0.0,294797.76,0,0,1
2650,0.0,371071.2,0,0,1
2651,10312.08,167923.8,0,1,0
2652,7753.92,548361.96,0,0,1
2653,20494.92,127100.64,1,1,0
2654,1604.04,341908.8,0,0,1
2655,967.2,193747.68,0,1,0
2656,7579.2,214140.84,0,1,0
2657,14839.44,488024.76,0,0,1
2658,8910.96,481025.28,0,0,1
2659,1164.36,152781.12,0,1,0
2660,12650.64,610802.88,0,0,1
2661,11515.2,358202.52,0,0,1
2662,15106.2,404198.16,0,0,1
2663,5319.0,438565.92,0,0,1
2664,19261.2,313515.96,0,0,1
2665,0.0,311578.08,0,0,1
2666,9991.8,301276.44,0,0,1
2667,5322.48,235586.16,0,1,0
2668,9809.16,481056.6,0,0,1
2669,10579.92,524712.0,0,0,1
2670,13849.08,580802.88,0,0,1
2671,11538.96,116177.88,0,1,0
2672,6193.44,210461.52,0,1,0
2673,16288.92,270873.48,0,1,0
2674,12432.36,423136.32,0,0,1
2675,10807.32,213635.16,0,1,0
2676,18195.96,556719.12,0,0,1
2677,12182.4,266499.96,0,1,0
2678,2785.32,484427.52,0,0,1
2679,12987.36,233421.84,0,1,0
2680,8189.28,215915.64,0,0,1
2681,14617.68,217739.76,0,1,0
2682,9628.92,569333.88,0,0,1
2683,1726.2,456178.44,0,0,1
2684,13049.64,394902.36,0,0,1
2685,10749.0,177039.6,0,1,0
2686,7923.48,707478.12,0,0,1
2687,7571.64,229046.04,0,1,0
2688,19787.64,184829.76,0,1,0
2689,11711.52,218961.84,0,1,0
2690,3564.12,275460.96,0,0,1
2691,0.0,567938.76,0,0,1
2692,0.0,391559.28,0,0,1
2693,9470.52,218781.96,0,1,0
2694,21648.48,375819.6,1,0,1
2695,15193.32,356382.24,0,0,1
2696,1622.28,244972.92,0,1,0
2697,345.72,443292.72,0,0,1
2698,0.0,184174.92,0,1,0
2699,9008.4,589804.2,0,0,1
2700,9663.72,688633.56,0,0,1
2701,13125.6,354878.88,0,0,1
2702,5807.64,532031.52,0,0,1
2703,18412.68,235105.32,0,1,0
2704,16190.28,576164.28,0,0,1
2705,1902.84,246905.64,0,0,1
2706,2069.52,310204.56,0,1,0
2707,15369.12,644106.84,0,0,1
2708,2558.04,273737.52,0,1,0
2709,0.0,386982.48,0,0,1
2710,8448.12,166841.52,0,1,0
2711,8505.72,459542.76,0,0,1
2712,3088.8,593733.48,0,0,1
2713,14264.88,274404.84,0,1,0
2714,0.0,754640.52,0,0,1
2715,15860.4,546981.48,0,0,1
2716,10590.96,212999.64,0,1,0
2717,17017.56,143573.16,0,1,0
2718,14945.04,442773.36,0,0,1
2719,4074.36,704968.68,0,0,1
2720,9894.6,349057.32,0,1,0
2721,2897.28,362059.44,0,0,1
2722,18129.48,572210.88,0,0,1
2723,4759.68,626099.4,0,0,1
2724,19604.4,189435.84,0,1,0
2725,7805.04,565464.84,0,0,1
2726,16589.28,188167.32,0,1,0
2727,7361.76,292414.32,0,0,1
2728,17092.2,454152.0,0,0,1
2729,10969.32,228636.12,0,1,0
2730,9624.12,185635.8,0,1,0
2731,6476.04,226227.24,0,1,0
2732,4050.96,626307.24,0,0,1
2733,9761.88,200176.2,0,1,0
2734,5734.56,478008.36,0,0,1
2735,4106.28,385857.0,0,0,1
2736,10084.44,543802.08,0,0,1
2737,10386.84,199718.88,0,1,0
2738,7747.08,532825.32,0,0,1
2739,21064.68,420378.36,0,0,1
2740,5985.0,620280.72,0,0,1
2741,7053.36,370315.68,0,0,1
2742,9895.44,120750.96,0,1,0
2743,0.0,391928.76,0,0,1
2744,10569.6,245237.28,0,1,0
2745,11005.44,578733.84,0,0,1
2746,9476.64,231366.48,0,1,0
2747,9166.32,635256.48,0,0,1
2748,12746.04,208599.12,0,1,0
2749,11331.96,533329.8,0,0,1
2750,10530.0,307052.88,0,0,1
2751,16129.2,497008.2,0,0,1
2752,18517.2,219655.8,1,1,0
2753,4563.84,466374.96,0,0,1
2754,14122.68,283617.84,0,1,0
2755,8798.4,414299.04,0,0,1
2756,4188.0,587304.36,0,0,1
2757,16561.08,230949.96,0,1,0
2758,11318.04,484436.4,0,0,1
2759,14986.68,622768.68,0,0,1
2760,8558.64,613294.32,0,0,1
2761,10010.88,440662.32,0,0,1
2762,0.0,314400.48,0,0,1
2763,18706.56,449876.64,0,0,1
2764,16346.28,452841.0,0,0,1
2765,18978.24,548758.68,0,0,1
2766,3898.2,477028.2,0,0,1
2767,13352.88,570325.56,0,0,1
2768,4555.2,390941.28,0,0,1
2769,18589.2,314877.36,0,0,1
2770,17873.04,560793.24,0,0,1
2771,6578.52,499772.76,0,0,1
2772,6743.64,451644.12,0,0,1
